id,statement_en,statement_sk,true_or_false,reasoning_en,reasoning_sk
id_1393,ionization is adecay of atomic nucleus,,FALSE,Ionization is removal or addition of electrons not nuclear decay,
id_1394,ionization is an alteration of the number of electric charges within the atomi cnucleus,,FALSE,Nuclear charge changes only in nuclear reactions; ionization involves electrons,
id_1395,ionization is achange in number of atomic electrons,,TRUE,,
id_1396,spectrum of characteristic radiation (Xrays) is continuous spectrum,,FALSE,Characteristic Xrays form line spectrum,
id_1397,abrake radiation (bremsstrahlung) gives line spectrum,,FALSE,Bremsstrahlung produces continuous spectrum,
id_1398,spectrum of characteristic radiation (Xrays) is line spectrum,,TRUE,,
id_1399,filtration ofX -ray beam simproves the quality ofX -ray image,,TRUE,,
id_1400,scintil ators employ transformation of the energy ofX -rays (gamma rays) to the light,,TRUE,,
id_1401,scintilators employ transformation of the energy ofX -rays (gamma rays) to radio waves,,FALSE,Scintillators convert ionizing radiation energy into visible light photons not radio waves,
id_1402,scintilators employ transformation of the energy ofX -rays (gamma rays) to microwaves,,FALSE,Scintillators emit visible light not microwaves,
id_1403,marked molecules (containing radioactive isotopes) are used for evaluation of biological effects of radiation,,TRUE,,
id_1404,marked molecules (containing radioactive isotopes) are used for the calibration of dosimeters,,TRUE,,
id_1405,marked molecules (containing radioactive isotopes) are used for study of biological processes,,TRUE,,
id_1406,electrons in atomic covers (envelopes) are not primarily affected by beta particles,,FALSE,Beta particles are electrons or positrons and primarily interact with atomic electrons,
id_1407,electrons in atomic covers (envelopes) are not primarily affected by alpha particles,,FALSE,Alpha particles ionize mainly by interacting with atomic electrons,
id_1408,electrons in atomic covers (envelopes) interact with gamma particles by photoeffect,,TRUE,,
id_1409,electrons in atomic cov ers (envelopes) interact with gamma particles by Compton scatter,,TRUE,,
id_1410,gamma particles with high energy interact with atomic nuclei and produce the pairs of electron and positron,,TRUE,,
id_1411,electrons in atomic covers (envelopes) do not directly interact with fast movin gneutrons,,TRUE,,
id_1412,ionization is not caused by stream sof particles with sub -threshold energy,,TRUE,,
id_1413,ionization is not caused by stream sof photons with supra -threshold (supra liminal ) energy,,FALSE,Photons above ionization threshold can cause ionization,
id_1414,ionization is induced by stream sof gamma particles,,TRUE,,
id_1415,ionization is induc ed by stream sof Xray photons,,TRUE,,
id_1416,ionization is induced by stream sof alpha particles,,TRUE,,
id_1417,ionization is not induced by stream sof beta particles (electrons and positrons),,FALSE,Beta radiation is ionizing,
id_1418,ionization is induced by stream sof neutrons,,TRUE,,
id_1419,ionization is induced by microwave radi ation,,FALSE,Microwaves are non-ionizing,
id_1420,ionization is induced by infrared radiation,,FALSE,Infrared is non-ionizing,
id_1421,ionization is not induced by „braking“ radiation (brem sstrahlung),,FALSE,Bremsstrahlung isX-ray radiation and is ionizing,
id_1422,Sv (sievert) is the unit of activity,,FALSE,Activity is measured in becquerels,
id_1423,Sv (sievert) is the unit of dose,,FALSE,Absorbed dose is gray; sievert is equivalent dose,
id_1424,Sv (sievert) is not the unit of dose,,TRUE,,
id_1425,Sv (sievert) is the unit of dose equivalent,,TRUE,,
id_1426,Sv (sievert) is the unit of the exposure,,FALSE,Exposure is measured inC/kg,
id_1427,biologic al effects of radiation are expressed most correctly as the activity,,FALSE,Biological effect is best related to equivalent or effective dose in sieverts,
id_1428,biologic al effects of radiation are expressed most correctly as the dose,,FALSE,Absorbed dose alone does not account for radiation type; equivalent dose does,
id_1429,biological effects of radiation are expressed most correctly as the dose equivalent,,TRUE,,
id_1430,biologic al effects of radiation are expressed most correctly as the ionization,,FALSE,Biological effects are summarized by equivalent or effective dose not raw ionization,
id_1431,Gy (Gray) is the unit of dose,,TRUE,,
id_1432,C.kg-1 is the unit of dose,,FALSE,C/kg is the unit of exposure not absorbed dose,
id_1433,C.kg is the unit of exposure (irradiation),,FALSE,Exposure unit isC/kg notC·kg,
id_1434,the type of ce ll damage caused by radiation does not depend on the type of radiation,,FALSE,Damage pattern depends on radiation type and linear energy transfer,
id_1435,acell damage caused by radiation does not depend on an energy of radiation particles,,FALSE,Damage depends on particle energy and LET,
id_1436,ionization is the only process that cause damage of cells,,FALSE,Excitation and indirect free-radical formation also contribute to damage,
id_1437,high permeability radiation sinduce larger damage in irradiated atoms and molecules than radiation swith low permeability,,FALSE,Low-penetration high-LET radiation like alpha causes greater local damage,
id_1438,radiation swith higher total energy always cause larger damage in the material than radiation swith lower total energy,,FALSE,Biological damage depends on dose distribution and LET not only total energy,
id_1439,"the order of danger of radiation for living st ructures at identical dose of irradiation is (the most dangerous first) : alpha, beta, neutrons",,FALSE,At equal absorbed dose neutrons are typically more biologically effective than beta and often comparable or higher than alpha,
id_1440,"the order of danger of radiation for living structures at identical dose of irradiation is (the most dangerous first) : neutrons, beta, X -rays",,FALSE,Beta and Xrays have similar low weighting compared to neutrons; order is not generally neutrons then beta then Xrays,
id_1441,"the order of da nger of radiation for living structures at identical dose of irradiation is (the most dangerous first) : alpha, neutrons, gamma",,FALSE,Neutrons usually have higher biological effectiveness than gamma and often higher than alpha depending on energy,
id_1442,"the order of tissue sensitivity to ionizing radiation (larger damage at the same dose) is (the most sensitive first) : bone marr ow, thyroid gland, muscle",,TRUE,,
id_1443,"the order of tissue sensitivity to ionizing radiation (larger damage at the same dose) is (the most sensitive first) : thyroid gland, gonads, muscle",,FALSE,Gonads and bone marrow are among the most radiosensitive tissues typically more than thyroid,
id_1444,alpha radiation has low permeability (short penetration) in materials,,TRUE,,
id_1445,brakin grays (brem sstrahlung) have low permeability (short penetration) in materials,,FALSE,Bremsstrahlung Xrays are relatively penetrating compared with alpha,
id_1446,X-ray has high permeability (deep penetration) in materials,,TRUE,,
id_1447,neutron radiation shave low permeability (short penetration) in materials,,FALSE,Neutrons are highly penetrating,
id_1448,dose equivalent does not depend on adose of irradiation,,FALSE,Equivalent dose depends on absorbed dose multiplied by radiation weighting factor,
id_1449,dose equivalent depends on the type of radiation,,TRUE,,
id_1450,dose equivalent depends on the type of radiation,,TRUE,,
id_1451,dose equivalent depends on the type of irradiated tissues,,TRUE,,
id_1452,water absorbsX -rays more than air,,TRUE,,
id_1453,air absorbsX -rays more than water,,FALSE,Air is low density so it attenuates Xrays much less than water,
id_1454,water absorbsX -rays more than bones,,FALSE,Bone attenuates Xrays more than water due to higher density and atomic number,
id_1455,bones abso rbX-rays more than water,,TRUE,,
